gamma,beta,expected_cut,approximation_ratio,top_measurement,top_probability
0.15707963267948966,1.335176877775662,1.3049342903297547,0.6524671451648774,000,0.17376642741756135
0.15707963267948966,1.413716694115407,1.3602680108901026,0.6801340054450513,000,0.15993299727747431
0.15707963267948966,1.4922565104551517,1.427483073666668,0.713741536833334,000,0.14312923158333302
0.15707963267948966,1.5707963267948966,1.5,0.75,000,0.125
0.3141592653589793,0.0,1.5,0.75,000,0.125
0.3141592653589793,0.07853981633974483,1.6327214588921133,0.8163607294460566,001,0.13606012157434277
0.3141592653589793,0.15707963267948966,1.7454406864453031,0.8727203432226516,010,0.1454533905371086
0.3141592653589793,0.23561944901923448,1.827123939305624,0.913561969652812,001,0.15226032827546868
0.3141592653589793,0.3141592653589793,1.8697754915624212,0.9348877457812106,001,0.15581462429686843
0.3141592653589793,0.39269908169872414,1.8692203121099598,0.9346101560549799,001,0.1557683593424967
0.3141592653589793,0.47123889803846897,1.8255127457812108,0.9127563728906054,001,0.15212606214843424
0.3141592653589793,0.5497787143782138,1.7429311936969516,0.8714655968484758,001,0.14524426614141264
0.3141592653589793,0.6283185307179586,1.629559313554697,0.8147796567773485,001,0.13579660946289143
0.3141592653589793,0.7068583470577035,1.496494734891108,0.748247367445554,000,0.12587631627722304
0.3141592653589793,0.7853981633974483,1.3567627457812104,0.6783813728906052,000,0.16080931355469738
0.3141592653589793,0.8639379797371931,1.2240412868890975,0.6120206434445488,000,0.19398967827772565
0.3141592653589793,0.9424777960769379,1.1113220593359079,0.5556610296679539,000,0.22216948516602303
0.3141592653589793,1.0210176124166828,1.0296388064755864,0.5148194032377932,000,0.2425902983811034
0.3141592653589793,1.0995574287564276,0.9869872542187894,0.4934936271093947,000,0.25325318644530265
0.3141592653589793,1.1780972450961724,0.9875424336712502,0.4937712168356251,000,0.25311439158218746
0.3141592653589793,1.2566370614359172,1.03125,0.515625,000,0.24218750000000003
0.3141592653589793,1.335176877775662,1.1138315520842585,0.5569157760421293,000,0.22154211197893536
0.3141592653589793,1.413716694115407,1.227203432226513,0.6136017161132565,000,0.19319914194337176
0.3141592653589793,1.4922565104551517,1.3602680108901026,0.6801340054450513,000,0.15993299727747434
0.3141592653589793,1.5707963267948966,1.4999999999999998,0.7499999999999999,000,0.12500000000000003
0.47123889803846897,0.0,1.5,0.75,000,0.125
0.47123889803846897,0.07853981633974483,1.6799342903297547,0.8399671451648774,001,0.1399945241941462
0.47123889803846897,0.15707963267948966,1.827123939305624,0.913561969652812,001,0.15226032827546868
0.47123889803846897,0.23561944901923448,1.927160998555263,0.9635804992776315,001,0.16059674987960523
