model_name,seed,accuracy,precision,recall,f1,balanced_accuracy,brier_score,ece,recall_at_fixed_fpr,latency_ms_per_sample,parameter_count,training_time_s,tn,fp,fn,tp,roc_auc,pr_auc,notes,uncertainty_mode,backend_used
odyssey_risk,13,0.854,0.9764705882352941,0.8048780487804879,0.882409793814433,0.8817752798692671,0.14100619656927119,0.21083961260379225,0.8139876579488686,0.031098759999986215,17854.0,4.2569980999996915,1531.0,66.0,664.0,2739.0,0.940262661900408,0.9693012113148008,"blend_weight_risk=1.00,temperature=0.80,val_pr_auc=0.9993;teacher_members=logistic_regression,random_forest,teacher_components=random_forest_prob,risk_prob,attack_prob,logistic_regression_prob,teacher_weights=random_forest_prob:0.40,risk_prob:0.00,attack_prob:0.00,logistic_regression_prob:0.00,teacher_val_pr_auc=0.9993",zero,zero
